"target_id" "identifiers" "length" "eff_length" "est_counts" "tpm" "Entry.name" "Status" "Protein.names" "Gene.names" "Organism" "Length" "Gene.ontology..biological.process." "Gene.ontology..cellular.component." "Gene.ontology..GO." "Gene.ontology..molecular.function." "Gene.ontology.IDs"
"21130" "TRINITY_DN2858_c2_g1_i3" "C0HL66" 1348 1165.52 14.9309 188.504 "H33A_DROME" "reviewed" "Histone H3.3A (H3.A)" "His3.3A CG5825" "Drosophila melanogaster (Fruit fly)" 136 "DNA replication-independent nucleosome assembly [GO:0006336]; male meiotic nuclear division [GO:0007140]; nucleosome assembly [GO:0006334]" "nucleosome [GO:0000786]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]" "nucleosome [GO:0000786]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; structural constituent of chromatin [GO:0030527]; DNA replication-independent nucleosome assembly [GO:0006336]; male meiotic nuclear division [GO:0007140]; nucleosome assembly [GO:0006334]" "DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; structural constituent of chromatin [GO:0030527]" "GO:0000786; GO:0003677; GO:0005634; GO:0005700; GO:0006334; GO:0006336; GO:0007140; GO:0030527; GO:0046982"
"45589" "TRINITY_DN1360_c0_g1_i2" "Q6RWA9" 5847 5664.52 14.484 37.6251 "AT1A_TAESO" "reviewed" "Sodium/potassium-transporting ATPase subunit alpha (Na(+)/K(+) ATPase alpha subunit) (EC 7.2.2.13) (Sodium pump subunit alpha) (TNaK1-alpha)" "" "Taenia solium (Pork tapeworm)" 1014 "" "integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]" "integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; P-type sodium:potassium-exchanging transporter activity [GO:0005391]" "ATP binding [GO:0005524]; metal ion binding [GO:0046872]; P-type sodium:potassium-exchanging transporter activity [GO:0005391]" "GO:0005391; GO:0005524; GO:0005886; GO:0016021; GO:0046872"
"45590" "TRINITY_DN1360_c0_g1_i1" "Q6RWA9" 5847 5664.52 14.484 37.6251 "AT1A_TAESO" "reviewed" "Sodium/potassium-transporting ATPase subunit alpha (Na(+)/K(+) ATPase alpha subunit) (EC 7.2.2.13) (Sodium pump subunit alpha) (TNaK1-alpha)" "" "Taenia solium (Pork tapeworm)" 1014 "" "integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]" "integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; P-type sodium:potassium-exchanging transporter activity [GO:0005391]" "ATP binding [GO:0005524]; metal ion binding [GO:0046872]; P-type sodium:potassium-exchanging transporter activity [GO:0005391]" "GO:0005391; GO:0005524; GO:0005886; GO:0016021; GO:0046872"
"41771" "TRINITY_DN66908_c0_g2_i2" "Q6PBK3" 532 350.633 14.0179 588.281 "RS28_DANRE" "reviewed" "40S ribosomal protein S28" "rps28 zgc:73367" "Danio rerio (Zebrafish) (Brachydanio rerio)" 69 "cytoplasmic translation [GO:0002181]; maturation of SSU-rRNA [GO:0030490]; ribosomal small subunit assembly [GO:0000028]" "cytoplasmic side of rough endoplasmic reticulum membrane [GO:0098556]; cytosolic small ribosomal subunit [GO:0022627]; polysomal ribosome [GO:0042788]" "cytoplasmic side of rough endoplasmic reticulum membrane [GO:0098556]; cytosolic small ribosomal subunit [GO:0022627]; polysomal ribosome [GO:0042788]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; maturation of SSU-rRNA [GO:0030490]; ribosomal small subunit assembly [GO:0000028]" "structural constituent of ribosome [GO:0003735]" "GO:0000028; GO:0002181; GO:0003735; GO:0022627; GO:0030490; GO:0042788; GO:0098556"
"9857" "TRINITY_DN3677_c1_g1_i3" "Q80V70" 13096 12913.5 14 15.9528 "MEGF6_MOUSE" "reviewed" "Multiple epidermal growth factor-like domains protein 6 (Multiple EGF-like domains protein 6) (Epidermal growth factor-like protein 3) (EGF-like protein 3)" "Megf6 Egfl3" "Mus musculus (Mouse)" 1572 "" "collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]" "collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; calcium ion binding [GO:0005509]" "calcium ion binding [GO:0005509]" "GO:0005509; GO:0005576; GO:0062023"
"17589" "TRINITY_DN2584_c0_g1_i8" "Q9VN14" 5835 5652.52 14 36.4451 "CONT_DROME" "reviewed" "Contactin" "Cont CG1084" "Drosophila melanogaster (Fruit fly)" 1390 "axon ensheathment [GO:0008366]; axon guidance [GO:0007411]; cell adhesion involved in heart morphogenesis [GO:0061343]; dendrite self-avoidance [GO:0070593]; establishment of glial blood-brain barrier [GO:0060857]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; nerve maturation [GO:0021682]; septate junction assembly [GO:0019991]" "anchored component of membrane [GO:0031225]; axon [GO:0030424]; plasma membrane [GO:0005886]; septate junction [GO:0005918]" "anchored component of membrane [GO:0031225]; axon [GO:0030424]; plasma membrane [GO:0005886]; septate junction [GO:0005918]; cell-cell adhesion mediator activity [GO:0098632]; axon ensheathment [GO:0008366]; axon guidance [GO:0007411]; cell adhesion involved in heart morphogenesis [GO:0061343]; dendrite self-avoidance [GO:0070593]; establishment of glial blood-brain barrier [GO:0060857]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; nerve maturation [GO:0021682]; septate junction assembly [GO:0019991]" "cell-cell adhesion mediator activity [GO:0098632]" "GO:0005886; GO:0005918; GO:0007156; GO:0007411; GO:0008366; GO:0019991; GO:0021682; GO:0030424; GO:0031225; GO:0045197; GO:0060857; GO:0061343; GO:0070593; GO:0098632"
"22110" "TRINITY_DN7756_c0_g1_i8" "Q9UL16" 3601 3418.52 14 60.2619 "CFA45_HUMAN" "reviewed" "Cilia- and flagella-associated protein 45 (Coiled-coil domain-containing protein 19) (Nasopharyngeal epithelium-specific protein 1)" "CFAP45 CCDC19 NESG1" "Homo sapiens (Human)" 551 "establishment of left/right asymmetry [GO:0061966]; flagellated sperm motility [GO:0030317]" "9+2 motile cilium [GO:0097729]; axoneme [GO:0005930]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]" "9+2 motile cilium [GO:0097729]; axoneme [GO:0005930]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; AMP binding [GO:0016208]; establishment of left/right asymmetry [GO:0061966]; flagellated sperm motility [GO:0030317]" "AMP binding [GO:0016208]" "GO:0005634; GO:0005654; GO:0005930; GO:0016208; GO:0030317; GO:0061966; GO:0097729"
"30475" "TRINITY_DN22463_c1_g1_i1" "Q700K0" 2469 2286.52 14 90.0961 "SSPO_RAT" "reviewed" "SCO-spondin" "Sspo" "Rattus norvegicus (Rat)" 5141 "cell adhesion [GO:0007155]; cell differentiation [GO:0030154]; nervous system development [GO:0007399]" "cytoplasm [GO:0005737]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]" "cytoplasm [GO:0005737]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; cell adhesion [GO:0007155]; cell differentiation [GO:0030154]; nervous system development [GO:0007399]" "" "GO:0005615; GO:0005737; GO:0007155; GO:0007399; GO:0030154; GO:0031012"
"16051" "TRINITY_DN51983_c0_g1_i8" "Q9U943" 15313 15130.5 13.5406 13.1686 "APLP_LOCMI" "reviewed" "Apolipophorins [Cleaved into: Apolipophorin-2 (Apolipophorin II) (apoLp-2); Apolipophorin-1 (Apolipophorin I) (apoLp-1)]" "" "Locusta migratoria (Migratory locust)" 3380 "Wnt signaling pathway [GO:0016055]" "extracellular region [GO:0005576]" "extracellular region [GO:0005576]; lipid binding [GO:0008289]; lipid transporter activity [GO:0005319]; Wnt signaling pathway [GO:0016055]" "lipid binding [GO:0008289]; lipid transporter activity [GO:0005319]" "GO:0005319; GO:0005576; GO:0008289; GO:0016055"
"21305" "TRINITY_DN10776_c0_g2_i2" "Q9VZN4" 2244 2061.52 13.4038 95.6738 "DAR1_DROME" "reviewed" "Dendritic arbor reduction protein 1" "dar1 CG12029" "Drosophila melanogaster (Fruit fly)" 751 "negative regulation of microtubule depolymerization [GO:0007026]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of dendrite extension [GO:1903861]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]" "nucleus [GO:0005634]" "nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; negative regulation of microtubule depolymerization [GO:0007026]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of dendrite extension [GO:1903861]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]" "DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]" "GO:0000122; GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0006357; GO:0007026; GO:0043565; GO:0045944; GO:0046872; GO:0050775; GO:1903861"
"35297" "TRINITY_DN960_c0_g2_i5" "Q24537" 4431 4248.52 13.2584 45.9205 "HMG2_DROME" "reviewed" "High mobility group protein DSP1 (Protein dorsal switch 1)" "Dsp1 ssrp2 CG12223" "Drosophila melanogaster (Fruit fly)" 393 "chromatin remodeling [GO:0006338]; developmental process [GO:0032502]; DNA unwinding involved in DNA replication [GO:0006268]; leg disc development [GO:0035218]; negative regulation of antimicrobial humoral response [GO:0008348]; negative regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0017055]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA binding [GO:0043388]; regulation of transcription by RNA polymerase II [GO:0006357]; segment specification [GO:0007379]" "nucleoplasm [GO:0005654]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]" "nucleoplasm [GO:0005654]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]; DNA binding [GO:0003677]; DNA binding, bending [GO:0008301]; single-stranded DNA binding [GO:0003697]; TBP-class protein binding [GO:0017025]; transcription factor binding [GO:0008134]; chromatin remodeling [GO:0006338]; developmental process [GO:0032502]; DNA unwinding involved in DNA replication [GO:0006268]; leg disc development [GO:0035218]; negative regulation of antimicrobial humoral response [GO:0008348]; negative regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0017055]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of DNA binding [GO:0043388]; regulation of transcription by RNA polymerase II [GO:0006357]; segment specification [GO:0007379]" "DNA binding [GO:0003677]; DNA binding, bending [GO:0008301]; single-stranded DNA binding [GO:0003697]; TBP-class protein binding [GO:0017025]; transcription factor binding [GO:0008134]" "GO:0000122; GO:0003677; GO:0003697; GO:0005634; GO:0005654; GO:0005700; GO:0006268; GO:0006338; GO:0006357; GO:0007379; GO:0008134; GO:0008301; GO:0008348; GO:0017025; GO:0017055; GO:0032502; GO:0035218; GO:0043388; GO:0045892"
"22284" "TRINITY_DN16105_c0_g3_i3" "O76190" 486 305.146 13.2353 638.233 "RL5_BOMMO" "reviewed" "60S ribosomal protein L5" "RpL5" "Bombyx mori (Silk moth)" 299 "translation [GO:0006412]" "cytoplasm [GO:0005737]; nucleus [GO:0005634]; ribosome [GO:0005840]" "cytoplasm [GO:0005737]; nucleus [GO:0005634]; ribosome [GO:0005840]; 5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]" "5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]" "GO:0003735; GO:0005634; GO:0005737; GO:0005840; GO:0006412; GO:0008097"
"18720" "TRINITY_DN7406_c0_g2_i4" "Q5ZLV4" 7065 6882.52 13.206 28.2343 "NSUN2_CHICK" "reviewed" "RNA cytosine-C(5)-methyltransferase NSUN2 (EC 2.1.1.-) (NOL1/NOP2/Sun domain family member 2) (mRNA cytosine C(5)-methyltransferase) (EC 2.1.1.-) (tRNA cytosine C(5)-methyltransferase) (EC 2.1.1.-) (EC 2.1.1.203)" "NSUN2 RCJMB04_4l11" "Gallus gallus (Chicken)" 796 "mRNA methylation [GO:0080009]; regulation of mRNA export from nucleus [GO:0010793]; regulation of stem cell differentiation [GO:2000736]; RNA methylation [GO:0001510]; tRNA methylation [GO:0030488]; tRNA stabilization [GO:0036416]" "cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleus [GO:0005634]; spindle [GO:0005819]" "cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleus [GO:0005634]; spindle [GO:0005819]; methyltransferase activity [GO:0008168]; mRNA (cytidine-5-)-methyltransferase activity [GO:0062152]; tRNA (cytosine-5-)-methyltransferase activity [GO:0016428]; tRNA binding [GO:0000049]; mRNA methylation [GO:0080009]; regulation of mRNA export from nucleus [GO:0010793]; regulation of stem cell differentiation [GO:2000736]; RNA methylation [GO:0001510]; tRNA methylation [GO:0030488]; tRNA stabilization [GO:0036416]" "methyltransferase activity [GO:0008168]; mRNA (cytidine-5-)-methyltransferase activity [GO:0062152]; tRNA (cytosine-5-)-methyltransferase activity [GO:0016428]; tRNA binding [GO:0000049]" "GO:0000049; GO:0001510; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0005819; GO:0008168; GO:0010793; GO:0016428; GO:0030488; GO:0036416; GO:0062152; GO:0070062; GO:0080009; GO:2000736"
"17162" "TRINITY_DN3425_c0_g1_i1" "P08991" 1914 1731.52 13 110.476 "H2AV_STRPU" "reviewed" "Histone H2A.V (H2A.F/Z) (Fragment)" "H2A.F/Z" "Strongylocentrotus purpuratus (Purple sea urchin)" 125 "chromatin silencing [GO:0006342]" "nucleosome [GO:0000786]; nucleus [GO:0005634]" "nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; chromatin silencing [GO:0006342]" "DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]" "GO:0000786; GO:0003677; GO:0005634; GO:0006342; GO:0046982"
"36077" "TRINITY_DN15647_c0_g1_i15" "Q6F482" 347 172.438 13 1109.33 "RL39_PLUXY" "reviewed" "60S ribosomal protein L39" "RpL39" "Plutella xylostella (Diamondback moth) (Plutella maculipennis)" 51 "translation [GO:0006412]" "ribosome [GO:0005840]" "ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]" "structural constituent of ribosome [GO:0003735]" "GO:0003735; GO:0005840; GO:0006412"
"40453" "TRINITY_DN9559_c2_g2_i1" "P10111" 1578 1395.52 13 137.076 "PPIA_RAT" "reviewed" "Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) (p1B15) (p31) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed]" "Ppia" "Rattus norvegicus (Rat)" 164 "activation of MAPK activity [GO:0000187]; activation of protein kinase B activity [GO:0032148]; apoptotic process [GO:0006915]; cell adhesion molecule production [GO:0060352]; cellular response to oxidative stress [GO:0034599]; endothelial cell activation [GO:0042118]; leukocyte chemotaxis [GO:0030595]; lipid droplet organization [GO:0034389]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of phosphoprotein phosphatase activity [GO:0032515]; negative regulation of protein K48-linked ubiquitination [GO:0061944]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of stress-activated MAPK cascade [GO:0032873]; negative regulation of viral life cycle [GO:1903901]; neuron differentiation [GO:0030182]; neutrophil chemotaxis [GO:0030593]; platelet activation [GO:0030168]; platelet aggregation [GO:0070527]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of protein secretion [GO:0050714]; positive regulation of viral genome replication [GO:0045070]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]; regulation of apoptotic signaling pathway [GO:2001233]; regulation of viral genome replication [GO:0045069]" "cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; intracellular membrane-bounded organelle [GO:0043231]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]" "cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; intracellular membrane-bounded organelle [GO:0043231]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; cyclosporin A binding [GO:0016018]; heparan sulfate binding [GO:1904399]; integrin binding [GO:0005178]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; activation of MAPK activity [GO:0000187]; activation of protein kinase B activity [GO:0032148]; apoptotic process [GO:0006915]; cell adhesion molecule production [GO:0060352]; cellular response to oxidative stress [GO:0034599]; endothelial cell activation [GO:0042118]; leukocyte chemotaxis [GO:0030595]; lipid droplet organization [GO:0034389]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of phosphoprotein phosphatase activity [GO:0032515]; negative regulation of protein K48-linked ubiquitination [GO:0061944]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of stress-activated MAPK cascade [GO:0032873]; negative regulation of viral life cycle [GO:1903901]; neuron differentiation [GO:0030182]; neutrophil chemotaxis [GO:0030593]; platelet activation [GO:0030168]; platelet aggregation [GO:0070527]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of protein secretion [GO:0050714]; positive regulation of viral genome replication [GO:0045070]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]; regulation of apoptotic signaling pathway [GO:2001233]; regulation of viral genome replication [GO:0045069]" "cyclosporin A binding [GO:0016018]; heparan sulfate binding [GO:1904399]; integrin binding [GO:0005178]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]" "GO:0000187; GO:0000413; GO:0001933; GO:0001934; GO:0003755; GO:0005178; GO:0005576; GO:0005634; GO:0005737; GO:0005829; GO:0006457; GO:0006469; GO:0006915; GO:0016018; GO:0030168; GO:0030182; GO:0030593; GO:0030595; GO:0032148; GO:0032515; GO:0032873; GO:0032991; GO:0034389; GO:0034599; GO:0035307; GO:0042118; GO:0043231; GO:0045069; GO:0045070; GO:0050714; GO:0051092; GO:0060352; GO:0061944; GO:0070527; GO:1902176; GO:1903901; GO:1904399; GO:2001233"
