"","target_id","gene","ctenidia","gonad","heart","juvenile","larvae","accessions","gene_id","gene_name","gene_description","alt_gene_description","all_GO_ids","BP_GO_ids","CC_GO_ids","MF_GO_ids","GOslim","Term"
"621","PGEN_.00g268700","PGEN_.00g268700",0,0,0,0,3.901402,"P00185",24296,"Cyp1a1","Cytochrome P450MT2B","Hydroperoxy icosatetraenoate dehydratase","GO:0005737;GO:0005789;GO:0043231;GO:0005743;GO:0005739;GO:0008391;GO:0070330;GO:0003824;GO:0032451;GO:0019899;GO:0101020;GO:0101021;GO:0016711;GO:0020037;GO:0030544;GO:0051879;GO:0106256;GO:0005506;GO:0120319;GO:0102033;GO:0004497;GO:0016491;GO:0016679;GO:0016712;GO:0008395;GO:0070576;GO:0042904;GO:0007568;GO:0009308;GO:0043010;GO:0008283;GO:0071280;GO:0071407;GO:0009804;GO:0032502;GO:0019341;GO:0018894;GO:0048565;GO:0006306;GO:0008210;GO:0006631;GO:0009812;GO:0070365;GO:0046483;GO:0050665;GO:0017143;GO:0002933;GO:0001889;GO:0001676;GO:0060137;GO:0006778;GO:1900087;GO:0046677;GO:0046685;GO:0032094;GO:0009635;GO:0055093;GO:0001666;GO:0035902;GO:0010041;GO:0032496;GO:0009624;GO:0014070;GO:0010033;GO:0009636;GO:0009615;GO:0033189;GO:0009611;GO:0009410;GO:0042572;GO:0006694;GO:0008202;GO:0009404;GO:0006805","GO:0042904;GO:0007568;GO:0009308;GO:0043010;GO:0008283;GO:0071280;GO:0071407;GO:0009804;GO:0032502;GO:0019341;GO:0018894;GO:0048565;GO:0006306;GO:0008210;GO:0006631;GO:0009812;GO:0070365;GO:0046483;GO:0050665;GO:0017143;GO:0002933;GO:0001889;GO:0001676;GO:0060137;GO:0006778;GO:1900087;GO:0046677;GO:0046685;GO:0032094;GO:0009635;GO:0055093;GO:0001666;GO:0035902;GO:0010041;GO:0032496;GO:0009624;GO:0014070;GO:0010033;GO:0009636;GO:0009615;GO:0033189;GO:0009611;GO:0009410;GO:0042572;GO:0006694;GO:0008202;GO:0009404;GO:0006805","GO:0005737;GO:0005789;GO:0043231;GO:0005743;GO:0005739","GO:0008391;GO:0070330;GO:0003824;GO:0032451;GO:0019899;GO:0101020;GO:0101021;GO:0016711;GO:0020037;GO:0030544;GO:0051879;GO:0106256;GO:0005506;GO:0120319;GO:0102033;GO:0004497;GO:0016491;GO:0016679;GO:0016712;GO:0008395;GO:0070576","GO:0006629;GO:0048856;GO:0048856;GO:0006629;GO:0006629;GO:0030154;GO:0048856;GO:0006629;GO:0048856;GO:0006629;GO:0022414;GO:0000278;GO:0006629;GO:0006629;GO:0006629","lipid metabolic process;anatomical structure development;anatomical structure development;lipid metabolic process;lipid metabolic process;cell differentiation;anatomical structure development;lipid metabolic process;anatomical structure development;lipid metabolic process;reproductive process;mitotic cell cycle;lipid metabolic process;lipid metabolic process;lipid metabolic process"
"622","PGEN_.00g269540","PGEN_.00g269540",0,0,0,0,0.684786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","PGEN_.00g269700","PGEN_.00g269700",0,0,0,0,0.124671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","PGEN_.00g269730","PGEN_.00g269730",0,0,0,0,0.109284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","PGEN_.00g270300","PGEN_.00g270300",0,0,0,0,0.307754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","PGEN_.00g270420","PGEN_.00g270420",0,0,0,0,0.159371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","PGEN_.00g270670","PGEN_.00g270670",0,0,0,0,0.054906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","PGEN_.00g270790","PGEN_.00g270790",0,0,0,0,13.865143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","PGEN_.00g271690","PGEN_.00g271690",0,0,0,0,0.298094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","PGEN_.00g272340","PGEN_.00g272340",0,0,0,0,0.104058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","PGEN_.00g272610","PGEN_.00g272610",0,0,0,0,0.025403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","PGEN_.00g272670","PGEN_.00g272670",0,0,0,0,1.713744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","PGEN_.00g272940","PGEN_.00g272940",0,0,0,0,0.099072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","PGEN_.00g273400","PGEN_.00g273400",0,0,0,0,1.743511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","PGEN_.00g273480","PGEN_.00g273480",0,0,0,0,1.827851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","PGEN_.00g273550","PGEN_.00g273550",0,0,0,0,472.104098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","PGEN_.00g273580","PGEN_.00g273580",0,0,0,0,0.203095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","PGEN_.00g274260","PGEN_.00g274260",0,0,0,0,273.941394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","PGEN_.00g274270","PGEN_.00g274270",0,0,0,0,619.429429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","PGEN_.00g274570","PGEN_.00g274570",0,0,0,0,2.456246,"Q9UBS5;B0UXY7;O95375;O95468;O95975;O96022;Q5STL4;Q5SUJ8;Q5SUL3Q71SG6;Q86W60;Q9UQQ0",2550,"GABBR1","Gamma-aminobutyric acid type B receptor subunit 1","Zinc finger protein zfp2","GO:0030673;GO:0043198;GO:0043197;GO:0005789;GO:0005615;GO:1902712;GO:0038039;GO:0098982;GO:0098978;GO:0005887;GO:0099055;GO:0099056;GO:0045121;GO:0031966;GO:0043025;GO:0005886;GO:0098685;GO:0008021;GO:1990430;GO:0004965;GO:0099579;GO:0046982;GO:0004888;GO:0007193;GO:0007214;GO:0007194;GO:0008285;GO:0033602;GO:0032811;GO:0014053;GO:0050805;GO:0150099;GO:0001649;GO:0014049;GO:0060124;GO:0045471;GO:0035094","GO:0007193;GO:0007214;GO:0007194;GO:0008285;GO:0033602;GO:0032811;GO:0014053;GO:0050805;GO:0150099;GO:0001649;GO:0014049;GO:0060124;GO:0045471;GO:0035094","GO:0030673;GO:0043198;GO:0043197;GO:0005789;GO:0005615;GO:1902712;GO:0038039;GO:0098982;GO:0098978;GO:0005887;GO:0099055;GO:0099056;GO:0045121;GO:0031966;GO:0043025;GO:0005886;GO:0098685;GO:0008021","GO:1990430;GO:0004965;GO:0099579;GO:0046982;GO:0004888","GO:0023052;GO:0023052;GO:0023052;GO:0023052;GO:0023052;GO:0030154;GO:0023052","signaling;signaling;signaling;signaling;signaling;cell differentiation;signaling"
"641","PGEN_.00g274690","PGEN_.00g274690",0,0,0,0,0.45115,"O88871;Q9JK36;Q9QWU2",83633,"Gabbr2","Gamma-aminobutyric acid type B receptor subunit 2","G-protein coupled receptor 51","GO:0005737;GO:0030425;GO:1902712;GO:0038039;GO:1902710;GO:0098982;GO:0098978;GO:0016021;GO:0005887;GO:0099055;GO:0099056;GO:0043005;GO:0043204;GO:0004965;GO:0046982;GO:0004888;GO:0007193;GO:0007214;GO:0150099","GO:0007193;GO:0007214;GO:0150099","GO:0005737;GO:0030425;GO:1902712;GO:0038039;GO:1902710;GO:0098982;GO:0098978;GO:0016021;GO:0005887;GO:0099055;GO:0099056;GO:0043005;GO:0043204","GO:0004965;GO:0046982;GO:0004888","GO:0023052;GO:0023052;GO:0023052","signaling;signaling;signaling"
"642","PGEN_.00g275020","PGEN_.00g275020",0,0,0,0,1.31508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","PGEN_.00g275420","PGEN_.00g275420",0,0,0,0,0.220302,"Q8N6F8",155368,"METTL27","Methyltransferase-like protein 27","Williams-Beuren syndrome chromosomal region 27 protein","GO:0008168","","","GO:0008168",NA,NA
"644","PGEN_.00g275750","PGEN_.00g275750",0,0,0,0,0.210888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","PGEN_.00g275820","PGEN_.00g275820",0,0,0,0,0.196037,"Q54F11",8628027,"hbx3","Homeobox protein 3","WD repeat-containing protein 67","GO:0005634;GO:0000981;GO:0000978;GO:0048468;GO:0006357","GO:0048468;GO:0006357","GO:0005634","GO:0000981;GO:0000978","GO:0030154;GO:0048856;GO:0006351;GO:0006355","cell differentiation;anatomical structure development;DNA-templated transcription;regulation of DNA-templated transcription"
"646","PGEN_.00g276170","PGEN_.00g276170",0,0,0,0,0.05048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","PGEN_.00g276310","PGEN_.00g276310",0,0,0,0,0.05048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","PGEN_.00g276470","PGEN_.00g276470",0,0,0,0,0.468847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","PGEN_.00g276850","PGEN_.00g276850",0,0,0,0,0.03392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","PGEN_.00g276860","PGEN_.00g276860",0,0,0,0,0.054433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","PGEN_.00g278110","PGEN_.00g278110",0,0,0,0,2.836904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","PGEN_.00g278230","PGEN_.00g278230",0,0,0,0,0.389894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","PGEN_.00g278610","PGEN_.00g278610",0,0,0,0,0.563049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","PGEN_.00g278700","PGEN_.00g278700",0,0,0,0,28.152444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","PGEN_.00g278740","PGEN_.00g278740",0,0,0,0,60.17519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","PGEN_.00g278870","PGEN_.00g278870",0,0,0,0,0.416452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","PGEN_.00g279160","PGEN_.00g279160",0,0,0,0,0.518923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","PGEN_.00g279170","PGEN_.00g279170",0,0,0,0,3.895256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","PGEN_.00g279200","PGEN_.00g279200",0,0,0,0,1618.478717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","PGEN_.00g279280","PGEN_.00g279280",0,0,0,0,2.364119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","PGEN_.00g279300","PGEN_.00g279300",0,0,0,0,31.837066,"A0A1P8AWH8;Q9C643;Q9SM08",842206,"XYN1","Endo-14-beta-xylanase 1","BP-80","GO:0005576;GO:0009505;GO:0031176;GO:0045493","GO:0045493","GO:0005576;GO:0009505","GO:0031176","GO:0005975;GO:0071554","carbohydrate metabolic process;cell wall organization or biogenesis"
"662","PGEN_.00g281220","PGEN_.00g281220",0,0,0,0,0.905347,"Q6AZB8;Q498Q5",445279,"harbi1","Putative nuclease HARBI1","Harbinger transposase-derived nuclease","GO:0005737;GO:0005634;GO:0046872;GO:0004518","","GO:0005737;GO:0005634","GO:0046872;GO:0004518",NA,NA
"663","PGEN_.00g281290","PGEN_.00g281290",0,0,0,0,0.180697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","PGEN_.00g281430","PGEN_.00g281430",0,0,0,0,0.222171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","PGEN_.00g281610","PGEN_.00g281610",0,0,0,0,0.37657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","PGEN_.00g281680","PGEN_.00g281680",0,0,0,0,4.286505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","PGEN_.00g282070","PGEN_.00g282070",0,0,0,0,0.451029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","PGEN_.00g282100","PGEN_.00g282100",0,0,0,0,0.069272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","PGEN_.00g282240","PGEN_.00g282240",0,0,0,0,0.053791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","PGEN_.00g282470","PGEN_.00g282470",0,0,0,0,0.139945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","PGEN_.00g282630","PGEN_.00g282630",0,0,0,0,48.687372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","PGEN_.00g283090","PGEN_.00g283090",0,0,0,0,1.310666,"Q9JLI3;Q3U495;Q9ERK2;Q9ERK3;Q9QZV6;Q9QZV7",27390,"Mmel1","Membrane metallo-endopeptidase-like 1 soluble form","Neprilysin-2 secreted","GO:0005783;GO:0005615;GO:0005794;GO:0016021;GO:0016020;GO:0005886;GO:0004175;GO:0004222;GO:0008270;GO:0016485;GO:0006508","GO:0016485;GO:0006508","GO:0005783;GO:0005615;GO:0005794;GO:0016021;GO:0016020;GO:0005886","GO:0004175;GO:0004222;GO:0008270","GO:0051604","protein maturation"
"673","PGEN_.00g283280","PGEN_.00g283280",0,0,0,0,0.142436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","PGEN_.00g283330","PGEN_.00g283330",0,0,0,0,0.087124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","PGEN_.00g283390","PGEN_.00g283390",0,0,0,0,2.55215,"Q866E8",NA,"FUT1","Galactoside alpha-(12)-fucosyltransferase 1","Type 2 galactoside alpha-(12)-fucosyltransferase FUT1","GO:0032580;GO:0016021;GO:0031127;GO:0008107;GO:0005975;GO:0036065;GO:0006629;GO:0021772;GO:0001954;GO:0010595;GO:1904906;GO:1903672;GO:0006486;GO:0030155;GO:0001936","GO:0005975;GO:0036065;GO:0006629;GO:0021772;GO:0001954;GO:0010595;GO:1904906;GO:1903672;GO:0006486;GO:0030155;GO:0001936","GO:0032580;GO:0016021","GO:0031127;GO:0008107","GO:0048856;GO:0007155;GO:0048870;GO:0007155;GO:0048856;GO:1901135;GO:0007155","anatomical structure development;cell adhesion;cell motility;cell adhesion;anatomical structure development;carbohydrate derivative metabolic process;cell adhesion"
"676","PGEN_.00g283530","PGEN_.00g283530",0,0,0,0,0.183774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","PGEN_.00g284060","PGEN_.00g284060",0,0,0,0,12.742557,"O14084;Q9UT90",NA,"imt1","Inositol phosphoceramide mannosyltransferase 1","IPC mannosyltransferase 1","GO:0033106;GO:0005794;GO:0016021;GO:0032588;GO:0005537;GO:0000030;GO:0051999","GO:0051999","GO:0033106;GO:0005794;GO:0016021;GO:0032588","GO:0005537;GO:0000030","GO:0006629;GO:1901135","lipid metabolic process;carbohydrate derivative metabolic process"
"678","PGEN_.00g284290","PGEN_.00g284290",0,0,0,0,0.678328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","PGEN_.00g284680","PGEN_.00g284680",0,0,0,0,5.448939,"Q865C0",403503,"CA6","Carbonic anhydrase 6","Carbonic anhydrase VI","GO:0005576;GO:0004089;GO:0008270;GO:0006730","GO:0006730","GO:0005576","GO:0004089;GO:0008270",NA,NA
"680","PGEN_.00g285140","PGEN_.00g285140",0,0,0,0,0.328258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","PGEN_.00g285450","PGEN_.00g285450",0,0,0,0,0.785161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","PGEN_.00g285580","PGEN_.00g285580",0,0,0,0,1.153308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","PGEN_.00g285810","PGEN_.00g285810",0,0,0,0,2.807441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","PGEN_.00g287060","PGEN_.00g287060",0,0,0,0,0.321612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","PGEN_.00g288270","PGEN_.00g288270",0,0,0,0,0.950586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","PGEN_.00g288290","PGEN_.00g288290",0,0,0,0,2.352137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","PGEN_.00g290210","PGEN_.00g290210",0,0,0,0,570.228276,"Q9XTQ6;C6KRQ4",181639,"tbh-1","Tyramine beta-hydroxylase","Transcriptional adapter 1-like protein","GO:0005615;GO:0016021;GO:0030667;GO:0045202;GO:0005507;GO:0004500;GO:0004836;GO:0042420;GO:0042421;GO:0006589","GO:0042420;GO:0042421;GO:0006589","GO:0005615;GO:0016021;GO:0030667;GO:0045202","GO:0005507;GO:0004500;GO:0004836",NA,NA
"688","PGEN_.00g290720","PGEN_.00g290720",0,0,0,0,0.092716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","PGEN_.00g290810","PGEN_.00g290810",0,0,0,0,17.793868,"Q7Z0T3",100533318,"","Temptin","Deoxy-5'-nucleotidase 2","GO:0005576;GO:0005186","","GO:0005576","GO:0005186",NA,NA
"690","PGEN_.00g291580","PGEN_.00g291580",0,0,0,0,1.085136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","PGEN_.00g292350","PGEN_.00g292350",0,0,0,0,1.028178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","PGEN_.00g292810","PGEN_.00g292810",0,0,0,0,14.647122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","PGEN_.00g292940","PGEN_.00g292940",0,0,0,0,0.373218,"G5EE06",3565968,"fut-5","Alpha-(13)-fucosyltransferase fut-5","Fucosyltransferase fut-5","GO:0032580;GO:0016021;GO:0017060;GO:0046872;GO:0036065;GO:0006486","GO:0036065;GO:0006486","GO:0032580;GO:0016021","GO:0017060;GO:0046872","GO:1901135","carbohydrate derivative metabolic process"
"694","PGEN_.00g293520","PGEN_.00g293520",0,0,0,0,35.055136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","PGEN_.00g293870","PGEN_.00g293870",0,0,0,0,0.202156,"D3Z7P3;E9PUF0;Q69ZX9",14660,"Gls","Glutaminase kidney isoform mitochondrial 65 kDa chain","Nucleotide-binding protein-like","GO:0005829;GO:0005759;GO:0005739;GO:0045202;GO:0004359;GO:0042802;GO:0007268;GO:0006537;GO:0090461;GO:0006543;GO:0051289;GO:0002087;GO:0001967","GO:0007268;GO:0006537;GO:0090461;GO:0006543;GO:0051289;GO:0002087;GO:0001967","GO:0005829;GO:0005759;GO:0005739;GO:0045202","GO:0004359;GO:0042802","GO:0023052;GO:0006520;GO:0006520;GO:0065003;GO:0003016;GO:0050877","signaling;cellular amino acid metabolic process;cellular amino acid metabolic process;protein-containing complex assembly;respiratory system process;nervous system process"
"696","PGEN_.00g294780","PGEN_.00g294780",0,0,0,0,0.034286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","PGEN_.00g294790","PGEN_.00g294790",0,0,0,0,0.033848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","PGEN_.00g294810","PGEN_.00g294810",0,0,0,0,0.137942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","PGEN_.00g294930","PGEN_.00g294930",0,0,0,0,0.079299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","PGEN_.00g295520","PGEN_.00g295520",0,0,0,0,2.521919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","PGEN_.00g295730","PGEN_.00g295730",0,0,0,0,0.176778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","PGEN_.00g295790","PGEN_.00g295790",0,0,0,0,2.05384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","PGEN_.00g295800","PGEN_.00g295800",0,0,0,0,2.691051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","PGEN_.00g296130","PGEN_.00g296130",0,0,0,0,0.0589,"O96006;Q96BY4",9189,"ZBED1","E3 SUMO-protein ligase ZBED1","dREF homolog","GO:0005813;GO:0000785;GO:0031965;GO:0005654;GO:0005634;GO:0016605;GO:0001228;GO:0000981;GO:0042802;GO:0046872;GO:0046983;GO:0000978;GO:0043565;GO:1990837;GO:0061665;GO:0019789;GO:0003713;GO:0003712;GO:0044828;GO:0045944;GO:1990466;GO:0006357;GO:0006355","GO:0044828;GO:0045944;GO:1990466;GO:0006357;GO:0006355","GO:0005813;GO:0000785;GO:0031965;GO:0005654;GO:0005634;GO:0016605","GO:0001228;GO:0000981;GO:0042802;GO:0046872;GO:0046983;GO:0000978;GO:0043565;GO:1990837;GO:0061665;GO:0019789;GO:0003713;GO:0003712","GO:0006351;GO:0006355;GO:0006351;GO:0006355;GO:0006351","DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription"
"705","PGEN_.00g297170","PGEN_.00g297170",0,0,0,0,1.476061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","PGEN_.00g297320","PGEN_.00g297320",0,0,0,0,4.856374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","PGEN_.00g297780","PGEN_.00g297780",0,0,0,0,4.184348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","PGEN_.00g298620","PGEN_.00g298620",0,0,0,0,0.203095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","PGEN_.00g299060","PGEN_.00g299060",0,0,0,0,0.234661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","PGEN_.00g299200","PGEN_.00g299200",0,0,0,0,8.101995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","PGEN_.00g299210","PGEN_.00g299210",0,0,0,0,18.372844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","PGEN_.00g299220","PGEN_.00g299220",0,0,0,0,9.529262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","PGEN_.00g299470","PGEN_.00g299470",0,0,0,0,8.315607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","PGEN_.00g299480","PGEN_.00g299480",0,0,0,0,2.619413,"Q7RTY1;Q6ZMI2;Q9UFH8",220963,"SLC16A9","Monocarboxylate transporter 9","Solute carrier family 16 member 9","GO:0016021;GO:0005887;GO:0008028;GO:0015293;GO:0015718;GO:0046415","GO:0015718;GO:0046415","GO:0016021;GO:0005887","GO:0008028;GO:0015293",NA,NA
"715","PGEN_.00g300050","PGEN_.00g300050",0,0,0,0,76.768641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","PGEN_.00g300140","PGEN_.00g300140",0,0,0,0,2470.42766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","PGEN_.00g300170","PGEN_.00g300170",0,0,0,0,0.17301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","PGEN_.00g300290","PGEN_.00g300290",0,0,0,0,0.642467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","PGEN_.00g300510","PGEN_.00g300510",0,0,0,0,0.563814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","PGEN_.00g300890","PGEN_.00g300890",0,0,0,0,8.400256,"P49259",317777,"PLA2R1","Soluble secretory phospholipase A2 receptor","M-type receptor","GO:0005576;GO:0016021;GO:0005886;GO:0043235;GO:0030246;GO:0043274;GO:0038023;GO:0090403;GO:0090238;GO:0001819;GO:0043517;GO:0072593;GO:0006898;GO:0090399","GO:0090403;GO:0090238;GO:0001819;GO:0043517;GO:0072593;GO:0006898;GO:0090399","GO:0005576;GO:0016021;GO:0005886;GO:0043235","GO:0030246;GO:0043274;GO:0038023","GO:0023052;GO:0016192","signaling;vesicle-mediated transport"
"721","PGEN_.00g300910","PGEN_.00g300910",0,0,0,0,0.090176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","PGEN_.00g301060","PGEN_.00g301060",0,0,0,0,0.534821,"Q13639;C4WYH4;Q546Q1;Q684M0;Q712M9;Q96KH9;Q96KI0;Q9H199;Q9NY73Q9UBM6;Q9UBT4;Q9UE22;Q9UE23;Q9UQR6",3360,"HTR4","5-hydroxytryptamine receptor 4","Serotonin receptor 4","GO:0005737;GO:0030425;GO:0005768;GO:0005887;GO:0016020;GO:0005886;GO:0045202;GO:0004993;GO:0030594;GO:0051378;GO:0007198;GO:0007268;GO:0007186;GO:0007187;GO:0032098","GO:0007198;GO:0007268;GO:0007186;GO:0007187;GO:0032098","GO:0005737;GO:0030425;GO:0005768;GO:0005887;GO:0016020;GO:0005886;GO:0045202","GO:0004993;GO:0030594;GO:0051378","GO:0023052;GO:0023052;GO:0023052;GO:0023052","signaling;signaling;signaling;signaling"
"723","PGEN_.00g301140","PGEN_.00g301140",0,0,0,0,0.237698,"O42574",399337,"adrb1","Beta-1 adrenergic receptor","Beta-1 adrenoreceptor","GO:0005769;GO:0016021;GO:0005886;GO:0004940;GO:0005085;GO:0071880;GO:0043547;GO:0045823","GO:0071880;GO:0043547;GO:0045823","GO:0005769;GO:0016021;GO:0005886","GO:0004940;GO:0005085","GO:0023052;GO:0003013","signaling;circulatory system process"
"724","PGEN_.00g301230","PGEN_.00g301230",0,0,0,0,14.118739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","PGEN_.00g301620","PGEN_.00g301620",0,0,0,0,0.700168,"P02709",338070,"CHRNA1","Acetylcholine receptor subunit alpha","Polyubiquitinated substrate transporter","GO:0005892;GO:0009986;GO:0005887;GO:0099060;GO:0031594;GO:0043005;GO:0045202;GO:0042166;GO:0015464;GO:0022848;GO:0030594;GO:0007268;GO:0034220;GO:0046716;GO:0050877;GO:0007528;GO:0007274;GO:0070050;GO:0019228;GO:0042391;GO:0007165;GO:0003009;GO:0048630","GO:0007268;GO:0034220;GO:0046716;GO:0050877;GO:0007528;GO:0007274;GO:0070050;GO:0019228;GO:0042391;GO:0007165;GO:0003009;GO:0048630","GO:0005892;GO:0009986;GO:0005887;GO:0099060;GO:0031594;GO:0043005;GO:0045202","GO:0042166;GO:0015464;GO:0022848;GO:0030594","GO:0023052;GO:0055085;GO:0034330;GO:0023052;GO:0023052;GO:0050877;GO:0023052;GO:0003012;GO:0050877;GO:0048856","signaling;transmembrane transport;cell junction organization;signaling;signaling;nervous system process;signaling;muscle system process;nervous system process;anatomical structure development"
"726","PGEN_.00g302150","PGEN_.00g302150",0,0,0,0,3.53357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","PGEN_.00g303090","PGEN_.00g303090",0,0,0,0,3.895256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","PGEN_.00g303780","PGEN_.00g303780",0,0,0,0,0.396606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","PGEN_.00g303790","PGEN_.00g303790",0,0,0,0,0.339505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","PGEN_.00g303950","PGEN_.00g303950",0,0,0,0,541.936766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","PGEN_.00g305090","PGEN_.00g305090",0,0,0,0,0.494111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","PGEN_.00g305310","PGEN_.00g305310",0,0,0,0,3.249464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
